master_chemprop_input,EA vs SHE (eV) comp_x5,IP vs SHE (eV) comp_x5
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-3.4062103132528456,0.626237400079606
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-3.092338967675282,0.20932249331326602
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-3.399317082605835,0.48715412363712285
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.4726848365244187,1.4624250318601486
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.4675273642433773,1.4238131826834108
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.4577669509257634,1.4532944118176971
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-3.459587851967248,0.269279619587085
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-2.6732405806982777,0.03871047741622019
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-3.1957897349722506,0.06861793901236513
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.8421119355495503,0.8871820578662528
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.690015739644338,0.7666731212243125
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.904232690447572,0.6556113870455791
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.724311528069622,0.5752073573456578
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.673070995281624,0.4514073710394242
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.7209537904767,0.42979219473352814
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-2.113290449148347,1.1378297265504205
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-1.8882044115837315,1.0023255700615914
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-1.9652355565140924,1.118577089895899
Fc1ccc(F)cc1.O=Cc1ccccc1F,-2.040702698531945,1.3939651608838015
Fc1ccc(F)cc1.O=Cc1ccccc1F,-1.9220078323543675,1.3787485717456056
Fc1ccc(F)cc1.O=Cc1ccccc1F,-1.9661858047631235,1.3767218948197772
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-3.157066146700916,1.2296570994292402
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-2.747483189246524,1.2373637562724935
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-2.948019106327301,1.2234780211463143
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.4036409938465084,1.3016611311285982
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.3544943205104083,1.301204356565974
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.453351494967828,1.2600738051167195
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-3.0980804990304334,0.1612891367723368
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-2.8513031360059315,-0.14433610466532204
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-3.061567709649672,-0.008639745729491555
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-1.9215556819304824,1.2518763916917928
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-1.4955148498721154,1.2137275825996163
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-1.942501933478252,1.2707138234942297
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.8699410004084727,0.5323124475979057
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.76391675331978,0.018853382362949533
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.8521603598229825,0.18196455173285647
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-3.1021205416565154,0.6628425599278884
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-2.8362773136680044,0.45505410014600445
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-3.066093511200918,0.5733192631802939
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-3.147905423549771,0.826947719981936
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-2.7850615653292783,0.7714711205583196
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-3.059225649176506,0.7485593712268677
Fc1ccc(F)cc1.O=C(Nc1ccccc1)c1ccccc1,-2.952621557580806,0.8068575472664938
Fc1ccc(F)cc1.O=C(Nc1ccccc1)c1ccccc1,-2.864938587821734,0.6923136558828846
