IP (eV),EA (eV),poly_id,comp,poly_type
6.066062073894454,1.8992536359150645,3_0,6A_2B,block
6.064709722935327,1.7549933617946316,3_0,6A_2B,random
6.255226642767463,2.370166237445009,3_1,6A_2B,block
6.364382932887772,2.389391276512208,3_1,6A_2B,random
5.86441713532559,1.8302367127231336,3_2,6A_2B,block
5.841682136490935,1.709302631336584,3_2,6A_2B,random
6.136886390175206,2.21605258139093,3_3,6A_2B,block
6.161281392852495,2.1579020494378325,3_3,6A_2B,random
6.036967608934065,2.229003986819644,3_4,6A_2B,block
6.032660096506069,2.204202378138887,3_4,6A_2B,random
6.207069600996744,2.856974105318881,3_5,6A_2B,block
6.308338421673394,2.8093196460389542,3_5,6A_2B,random
6.267659864670018,2.7827984974734385,3_6,6A_2B,block
6.403358151888585,2.810562706372745,3_6,6A_2B,random
6.234281270402234,1.8902630501962023,3_7,6A_2B,block
6.324510977678771,1.8381089764016687,3_7,6A_2B,random
6.241957527878487,2.4051446336002966,3_8,6A_2B,block
6.3232881471871405,2.4221109410616783,3_8,6A_2B,random
5.7555040479080635,1.9484269747094702,3_9,6A_2B,block
5.757139088455139,1.9498694880518246,3_9,6A_2B,random
6.257925256147863,2.8573707373297754,3_10,6A_2B,block
6.344137558826309,2.8271103810383655,3_10,6A_2B,random
5.930654542490104,2.1222472804850816,3_11,6A_2B,block
5.996061277250665,2.0925981853759055,3_11,6A_2B,random
6.040765954674412,1.9314726298261717,3_12,6A_2B,block
6.045828040525818,1.9001957218800234,3_12,6A_2B,random
6.126134544376313,1.892828092109086,3_13,6A_2B,block
6.163272556278056,1.8619065940341497,3_13,6A_2B,random
6.108823744660285,2.0525735833305445,3_14,6A_2B,block
6.13611741056291,2.03435604828333,3_14,6A_2B,random
6.049759460624689,2.4619571366522295,3_15,6A_2B,block
6.036013245736224,2.4940530038824162,3_15,6A_2B,random
6.106686135773565,1.91031965750733,3_16,6A_2B,block
6.1568439304221005,1.8513578127072945,3_16,6A_2B,random
6.202915043622957,1.9758828200478913,3_17,6A_2B,block
6.2929379354190935,1.9201850321212288,3_17,6A_2B,random
6.261502191671445,2.898770212626495,3_18,6A_2B,block
6.399742319759108,2.885022539702098,3_18,6A_2B,random
5.9267052809089025,2.2049994184115427,3_19,6A_2B,block
5.940030899067386,2.2243958585886867,3_19,6A_2B,random
5.829336944342332,2.3929371215099646,3_20,6A_2B,block
5.797497479556368,2.424073040116494,3_20,6A_2B,random
6.008945032269334,2.027080126020939,3_21,6A_2B,block
6.029711861915594,2.0128778034629216,3_21,6A_2B,random
6.222230994035474,2.7086743419141985,3_22,6A_2B,block
6.29421971312815,2.706403301471785,3_22,6A_2B,random
6.272059453515881,3.2469939680921867,3_23,6A_2B,block
6.43463717898741,3.1724312057310677,3_23,6A_2B,random
6.113934504749177,2.1109921151171354,3_24,6A_2B,block
6.1742859432301636,2.0984963720781704,3_24,6A_2B,random
6.2738273352322285,3.127348335746455,3_25,6A_2B,block
6.452301729403384,2.9224136490698256,3_25,6A_2B,random
6.165611279823459,2.0644147535905937,3_26,6A_2B,block
6.1944499954787435,2.0632792911064586,3_26,6A_2B,random
6.169330002663812,2.161345269031804,3_27,6A_2B,block
6.207697218732136,2.1585307620494874,3_27,6A_2B,random
5.952671508616193,2.4922093557372866,3_28,6A_2B,block
5.953810320775629,2.4819275351044987,3_28,6A_2B,random
6.304781305796251,3.502684254833859,3_29,6A_2B,block
6.499186234431614,3.4533589389776465,3_29,6A_2B,random
5.461311448591949,1.7947641826719614,3_30,6A_2B,block
5.468547097586052,1.6630417329996252,3_30,6A_2B,random
6.262813026098304,3.147194238143745,3_31,6A_2B,block
6.379237434019829,3.054158504868459,3_31,6A_2B,random
5.871068993691849,2.1861243791308085,3_32,6A_2B,block
5.855394676742721,2.0831305936083337,3_32,6A_2B,random
6.204030837790894,2.4078281325152338,3_33,6A_2B,block
6.287676539600099,2.3406614645947252,3_33,6A_2B,random
6.263379400599134,2.969725822491654,3_34,6A_2B,block
6.353406952797348,2.9150427990509504,3_34,6A_2B,random
6.022579387823952,2.080438382688834,3_35,6A_2B,block
5.996204403539128,2.041494671145257,3_35,6A_2B,random
6.228059496865771,2.2948253968083936,3_36,6A_2B,block
6.2767018707132465,2.3425517323952336,3_36,6A_2B,random
5.763705942925691,1.7783833855965847,3_37,6A_2B,block
5.761912574159577,1.5834591792207773,3_37,6A_2B,random
5.610671372346909,1.8266935349466809,3_38,6A_2B,block
5.667626594413889,1.733999237878268,3_38,6A_2B,random
6.231558736058279,2.0156837207325147,3_39,6A_2B,block
6.330769905391031,1.998646768283455,3_39,6A_2B,random
5.93634426718058,2.1541214680827934,3_40,6A_2B,block
6.002702542980444,2.1298674798380848,3_40,6A_2B,random
6.251006702625837,2.6758357754967137,3_41,6A_2B,block
6.377087570284068,2.5800383547172565,3_41,6A_2B,random
6.214901408350108,1.9553113062306573,3_42,6A_2B,block
6.291903479648978,1.9619152752675721,3_42,6A_2B,random
5.955710375493545,1.9476417327525652,3_43,6A_2B,block
5.954271625871535,1.8664946660427761,3_43,6A_2B,random
5.56095318605526,1.8236026809812902,3_44,6A_2B,block
5.504160559571765,1.6622453325184448,3_44,6A_2B,random
5.576905187166194,1.791707389533072,3_45,6A_2B,block
5.590785402212345,1.6538775986405854,3_45,6A_2B,random
6.274142453698872,2.742755944707131,3_46,6A_2B,block
6.420654182781751,2.7180953872322564,3_46,6A_2B,random
6.160338473583371,2.4757245795544907,3_47,6A_2B,block
6.243592554158786,2.5078848137130447,3_47,6A_2B,random
6.235161733143857,2.312263058797014,3_48,6A_2B,block
6.352480752353488,2.301468970592693,3_48,6A_2B,random
6.281153210006185,1.9670033331953891,3_49,6A_2B,block
6.44895668603038,1.8795788811465801,3_49,6A_2B,random
6.082090120654371,2.0380666912340843,3_50,6A_2B,block
6.083557399117119,2.0286297566780878,3_50,6A_2B,random
6.2201117352423365,1.7947170229419465,3_51,6A_2B,block
6.3056630624391925,1.6577228768960348,3_51,6A_2B,random
6.178103360800657,1.9445209358353839,3_52,6A_2B,block
6.267350537041644,1.9389745103766152,3_52,6A_2B,random
6.102908982724104,2.809894247229967,3_53,6A_2B,block
6.116818781132893,2.8430405659787925,3_53,6A_2B,random
5.370140820480738,1.8781472425809578,3_54,6A_2B,block
5.480865691129515,1.789417630783035,3_54,6A_2B,random
6.1367710223373475,1.9149757217533707,3_55,6A_2B,block
6.183673723065126,1.8652459423453531,3_55,6A_2B,random
6.193438006028433,2.4544833553550767,3_56,6A_2B,block
6.269233068461384,2.4663469244582616,3_56,6A_2B,random
5.9786691878691105,2.1381953848631032,3_57,6A_2B,block
5.965364737454543,2.1582526915727147,3_57,6A_2B,random
6.208724157810684,1.9223840090054392,3_58,6A_2B,block
6.304033134701932,1.8642033664322686,3_58,6A_2B,random
6.259681513006635,2.1338316495564253,3_59,6A_2B,block
6.38583469567223,2.1043452514113485,3_59,6A_2B,random
5.642432874025412,1.8417520112979946,3_60,6A_2B,block
5.644081310478288,1.7481931273893514,3_60,6A_2B,random
5.875646910775142,2.288365670187144,3_61,6A_2B,block
5.895113593910724,2.2947222044572446,3_61,6A_2B,random
6.217899629379604,1.963139913189614,3_62,6A_2B,block
6.289399573795162,1.931965230269781,3_62,6A_2B,random
6.169620289551531,1.8151672194954478,3_63,6A_2B,block
6.241129145054818,1.675515071111204,3_63,6A_2B,random
5.949905998125688,2.048992365707445,3_64,6A_2B,block
5.940550265773727,1.9870634383030932,3_64,6A_2B,random
6.242251366807816,1.8905403500310605,3_65,6A_2B,block
