IP (eV),EA (eV),poly_id,comp,poly_type
6.024170063520338,2.56910476877939,8_0,2A_6B,block
6.047168443245502,2.4789351128457837,8_0,2A_6B,random
6.799401061280595,3.105018040915295,8_1,2A_6B,block
6.83755658319008,3.1019396240723784,8_1,2A_6B,random
5.704008125876554,2.4937712961419503,8_2,2A_6B,block
5.703746551287535,2.4024563396515504,8_2,2A_6B,random
6.321110078203196,2.801124145898487,8_3,2A_6B,block
6.278107041941157,2.7413047871563396,8_3,2A_6B,random
6.028249183841698,2.784448242691977,8_4,2A_6B,block
5.99343442014906,2.7684046784281087,8_4,2A_6B,random
6.474323073899511,3.4927150172489956,8_5,2A_6B,block
6.491586232880144,3.492898311895765,8_5,2A_6B,random
6.812075818667689,3.5438925668952335,8_6,2A_6B,block
6.858337677220344,3.5185195149219055,8_6,2A_6B,random
6.654380010943302,2.564369526034073,8_7,2A_6B,block
6.6640373911239585,2.557724958045174,8_7,2A_6B,random
6.720450396803342,3.140343962876183,8_8,2A_6B,block
6.747415265709009,3.148751703679292,8_8,2A_6B,random
5.4398986429931595,2.5124994890544676,8_9,2A_6B,block
5.515144396598692,2.4584836183001837,8_9,2A_6B,random
6.683407185904506,3.870266680196527,8_10,2A_6B,block
6.726350699961175,3.7997167548825987,8_10,2A_6B,random
5.627748126027187,2.7314678056472133,8_11,2A_6B,block
5.6936583563655105,2.7202776059035934,8_11,2A_6B,random
6.0398092592725,2.5510812127533025,8_12,2A_6B,block
6.048928129062974,2.5299888107140145,8_12,2A_6B,random
6.261744595842765,2.5302923929129717,8_13,2A_6B,block
6.260758186200825,2.50059635408185,8_13,2A_6B,random
6.186694990780226,2.62842955463151,8_14,2A_6B,block
6.174277881671722,2.611606465512268,8_14,2A_6B,random
6.019417569922249,2.8852795668360565,8_15,2A_6B,block
6.048176391863497,2.894247200132571,8_15,2A_6B,random
6.259255975664008,2.555048179256384,8_16,2A_6B,block
6.2471103536243655,2.5041669696677387,8_16,2A_6B,random
6.567880379114767,2.6154072208140424,8_17,2A_6B,block
6.577813505246069,2.6164987983170995,8_17,2A_6B,random
6.868855117029577,3.493960516296174,8_18,2A_6B,block
6.92829862262681,3.455708191276911,8_18,2A_6B,random
5.653708860000117,2.816329808655219,8_19,2A_6B,block
5.763646063858341,2.86289483910776,8_19,2A_6B,random
5.643390774152348,2.9934693191828914,8_20,2A_6B,block
5.639647957704646,2.971139198559074,8_20,2A_6B,random
5.957810963147693,2.5791711247213005,8_21,2A_6B,block
5.9828203424700295,2.552755178352924,8_21,2A_6B,random
6.658719738557416,3.13691981782422,8_22,2A_6B,block
6.643832377630645,3.1705680623568093,8_22,2A_6B,random
6.886460974967235,3.9468891773518164,8_23,2A_6B,block
6.990496574295953,3.884220251845279,8_23,2A_6B,random
6.240243387237134,2.739615721087066,8_24,2A_6B,block
6.221912256321147,2.811226899685938,8_24,2A_6B,random
6.889263636102547,3.9846958310143714,8_25,2A_6B,block
7.013087075311048,3.861246503121457,8_25,2A_6B,random
6.4221597364548275,2.6145697401565315,8_26,2A_6B,block
6.403506901589781,2.6591269073943105,8_26,2A_6B,random
6.3713165893275026,2.7640168478221625,8_27,2A_6B,block
6.3619874658974584,2.763588534894307,8_27,2A_6B,random
5.796986407212474,3.1253857180735625,8_28,2A_6B,block
5.864801414122906,3.159392188351915,8_28,2A_6B,random
7.032619164967626,4.151873021206213,8_29,2A_6B,block
7.17037195701341,4.051030785658112,8_29,2A_6B,random
4.988391960209253,2.3973821508272124,8_30,2A_6B,block
5.052289115317459,2.1997015152975505,8_30,2A_6B,random
6.837856053068193,3.8159560089434956,8_31,2A_6B,block
6.905662329938142,3.7431256760588685,8_31,2A_6B,random
5.632888867183777,2.7128585520930697,8_32,2A_6B,block
5.615034629259219,2.6463936014093346,8_32,2A_6B,random
6.5122063511976584,3.2521456202404853,8_33,2A_6B,block
6.526479507315929,3.1939261225491538,8_33,2A_6B,random
6.714005699740987,4.010443002980324,8_34,2A_6B,block
6.764605268828126,3.8864187754601196,8_34,2A_6B,random
5.993610506926749,2.662976617903612,8_35,2A_6B,block
5.950123024501595,2.622916829946223,8_35,2A_6B,random
6.6233056304725375,3.0832153514920186,8_36,2A_6B,block
6.622869778005159,3.0905267799125378,8_36,2A_6B,random
5.457193298969985,2.444055846873777,8_37,2A_6B,block
5.471895060149201,2.2239047094605264,8_37,2A_6B,random
4.994185835598362,2.468521006327199,8_38,2A_6B,block
5.087352113546252,2.3763447808023157,8_38,2A_6B,random
6.6977430724563405,2.641396037655941,8_39,2A_6B,block
6.701888671460124,2.676007753575205,8_39,2A_6B,random
5.682647956873532,2.7618393515169326,8_40,2A_6B,block
