IP (eV),EA (eV),poly_id,comp,poly_type
5.8862473249753045,2.346409300648041,1_0,2A_6B,block
5.926136612773634,2.464941294710451,1_0,2A_6B,random
6.09403253954876,2.9903384689809864,1_1,2A_6B,block
6.178832591652706,2.8928016271979065,1_1,2A_6B,random
5.643272468754445,2.2422495199678316,1_2,2A_6B,block
5.631529332261827,2.322739990768998,1_2,2A_6B,random
6.017464557833382,2.662447806683104,1_3,2A_6B,block
6.055476466840172,2.6655786540798596,1_3,2A_6B,random
5.8641616581364815,2.6205483941338565,1_4,2A_6B,block
5.881210405245757,2.5858340560401176,1_4,2A_6B,random
6.013434589898454,3.4545293208381627,1_5,2A_6B,block
6.039101472660387,3.3937494503391035,1_5,2A_6B,random
6.127007327270427,3.5092846384595067,1_6,2A_6B,block
6.235148208744626,3.340218413244592,1_6,2A_6B,random
6.069890873006589,2.295196200110487,1_7,2A_6B,block
6.095044308975387,2.408449899087898,1_7,2A_6B,random
6.0974478341294756,3.036749182090709,1_8,2A_6B,block
6.166006655514952,2.9554772084080767,1_8,2A_6B,random
5.450170709856149,2.2508088088238805,1_9,2A_6B,block
5.477205231039725,2.2117821194763994,1_9,2A_6B,random
6.124013075424101,3.8343077285746014,1_10,2A_6B,block
6.2103112878773405,3.6806638204791087,1_10,2A_6B,random
5.571466056445454,2.555051262603083,1_11,2A_6B,block
5.597124242126387,2.4981208116475,1_11,2A_6B,random
5.8530285091295235,2.276342379198505,1_12,2A_6B,block
5.897988714381803,2.3357568978398655,1_12,2A_6B,random
5.949252455643913,2.2447369860404804,1_13,2A_6B,block
5.946278408464103,2.282425233549481,1_13,2A_6B,random
5.933025275213469,2.38814879876396,1_14,2A_6B,block
5.969991344444347,2.4165995451803486,1_14,2A_6B,random
5.840147236615224,2.7579954205767963,1_15,2A_6B,block
5.848303821657362,2.7771101336052633,1_15,2A_6B,random
5.954815000075797,2.255630860966666,1_16,2A_6B,block
5.951253305635205,2.3015512231665207,1_16,2A_6B,random
6.049286826802669,2.3781851494911654,1_17,2A_6B,block
6.089597135328886,2.4478752536211994,1_17,2A_6B,random
