IP (eV),EA (eV),poly_id,comp,poly_type
5.5077447208354595,2.272726024867449,7_0,4A_4B,alternating
5.405879998895307,2.80478969987953,7_0,4A_4B,block
5.453746745652914,2.584744388051937,7_0,4A_4B,random
5.753543592864339,3.2425466884419247,7_1,4A_4B,alternating
5.488119006147183,3.0873159436468702,7_1,4A_4B,block
5.646265799723803,3.177059739464009,7_1,4A_4B,random
5.455447811292421,2.257929300405117,7_2,4A_4B,alternating
5.37854942520493,2.78482035071414,7_2,4A_4B,block
5.416818846432559,2.5375390034021548,7_2,4A_4B,random
5.578628430981743,2.6554067132089267,7_3,4A_4B,alternating
5.458442989283226,2.8966515403787145,7_3,4A_4B,block
5.524864713214031,2.772770564800267,7_3,4A_4B,random
5.519044106222988,2.7015659597544244,7_4,4A_4B,alternating
5.436274874235176,2.8780872428117474,7_4,4A_4B,block
5.483901170512295,2.7845271151055244,7_4,4A_4B,random
5.759798238914997,3.3459817467155966,7_5,4A_4B,alternating
5.465091458846919,3.3618509646618815,7_5,4A_4B,block
5.624338912541326,3.359865957931133,7_5,4A_4B,random
5.893928075200225,3.4300846805281697,7_6,4A_4B,alternating
5.504481757938253,3.3850455830888935,7_6,4A_4B,block
5.710813243502413,3.425051348445623,7_6,4A_4B,random
5.6687234454914055,2.7317692069902453,7_7,4A_4B,alternating
5.4660709808013355,2.833545387881789,7_7,4A_4B,block
5.571996541461497,2.76723402824772,7_7,4A_4B,random
5.748099984394694,3.1610999555030164,7_8,4A_4B,alternating
5.488810729919082,3.092489998734412,7_8,4A_4B,block
5.638154378226707,3.1164410895013774,7_8,4A_4B,random
5.245298793683347,2.569393200196346,7_9,4A_4B,alternating
5.275600119662116,2.7580004270034353,7_9,4A_4B,block
5.262974387994605,2.63809201281539,7_9,4A_4B,random
5.782888108091782,3.4970607143887116,7_10,4A_4B,alternating
5.510205560289924,3.5670175643808575,7_10,4A_4B,block
5.67800094993332,3.542866974957838,7_10,4A_4B,random
5.46519081424829,2.7769024437024576,7_11,4A_4B,alternating
5.349420065782269,2.861190214722638,7_11,4A_4B,block
5.420187531796499,2.804396292929674,7_11,4A_4B,random
5.502882809595619,2.54478573263667,7_12,4A_4B,alternating
5.4169289017567355,2.808110037783152,7_12,4A_4B,block
5.4591871659282365,2.6690530680363427,7_12,4A_4B,random
5.574368090848653,2.5554766103881743,7_13,4A_4B,alternating
5.406791226611551,2.787383635804874,7_13,4A_4B,block
5.492406056809175,2.676338595787475,7_13,4A_4B,random
5.494851405210199,2.7331975072841876,7_14,4A_4B,alternating
5.422426187977001,2.809267527301357,7_14,4A_4B,block
5.460167367494721,2.760211563337182,7_14,4A_4B,random
5.345955227597571,3.0534150320504345,7_15,4A_4B,alternating
5.39947743270282,2.9258134107514637,7_15,4A_4B,block
5.379984998065508,2.9865909561158994,7_15,4A_4B,random
5.581185588259831,2.554744791581985,7_16,4A_4B,alternating
5.438582765146543,2.811130989770399,7_16,4A_4B,block
5.496038688343905,2.681252695889307,7_16,4A_4B,random
5.718068260916784,2.730380387983419,7_17,4A_4B,alternating
5.4582011668087365,2.853532004456111,7_17,4A_4B,block
5.582629491387106,2.795265501738613,7_17,4A_4B,random
5.863765132409867,3.2792320376963437,7_18,4A_4B,alternating
5.502384599646674,3.3537599969679093,7_18,4A_4B,block
5.705419008479064,3.3110291369518015,7_18,4A_4B,random
5.35599179373419,2.8539087073062004,7_19,4A_4B,alternating
5.338524573859283,2.9072633455320696,7_19,4A_4B,block
5.350642600166404,2.8853324413759984,7_19,4A_4B,random
5.409678278282017,2.999481879405985,7_20,4A_4B,alternating
5.364100001956313,2.9575000029107703,7_20,4A_4B,block
5.399604316144707,2.9560940811924614,7_20,4A_4B,random
5.481753481552936,2.68827245170982,7_21,4A_4B,alternating
5.39545473656146,2.8140187043210263,7_21,4A_4B,block
5.425051196206349,2.7379084791045667,7_21,4A_4B,random
5.711300820622686,3.162196261033736,7_22,4A_4B,alternating
5.461099615465607,3.1128998034145967,7_22,4A_4B,block
5.5923592075149315,3.129941790225449,7_22,4A_4B,random
5.930225348776746,3.6779407881877297,7_23,4A_4B,alternating
5.512255480734885,3.763321354818397,7_23,4A_4B,block
5.732594901918985,3.73062228869805,7_23,4A_4B,random
5.775073904992598,2.9003670431265496,7_24,4A_4B,alternating
5.472325771835877,2.899622170697664,7_24,4A_4B,block
5.629929837576022,2.923118986783773,7_24,4A_4B,random
5.938381659476274,3.315537102211733,7_25,4A_4B,alternating
5.506537038384921,3.7477972796035597,7_25,4A_4B,block
5.734475131096706,3.5488998592653136,7_25,4A_4B,random
5.593773257510357,2.723179095946217,7_26,4A_4B,alternating
5.435137476999984,2.8388437715496018,7_26,4A_4B,block
5.512398502109864,2.772144209352443,7_26,4A_4B,random
5.578828868265033,2.9832597763950863,7_27,4A_4B,alternating
5.455024431094779,2.904844797265279,7_27,4A_4B,block
5.534370629228754,2.928834219488767,7_27,4A_4B,random
5.418927092759449,3.123783909944287,7_28,4A_4B,alternating
5.387417170393607,3.0945724367798255,7_28,4A_4B,block
5.4032135153668435,3.1038533317204213,7_28,4A_4B,random
6.039632863839023,3.770135775501298,7_29,4A_4B,alternating
5.508735907981929,3.957228749788601,7_29,4A_4B,block
5.788644853685041,3.843468041452958,7_29,4A_4B,random
5.035019386616112,2.1688589255409423,7_30,4A_4B,alternating
5.041249185912578,2.73944933206633,7_30,4A_4B,block
5.053812620320945,2.4296353908803927,7_30,4A_4B,random
5.810678401441002,3.525925632934965,7_31,4A_4B,alternating
5.494180615602728,3.6482176485972517,7_31,4A_4B,block
5.669304092740534,3.569038333744552,7_31,4A_4B,random
5.342814595168113,2.514709422212406,7_32,4A_4B,alternating
5.341408912917267,2.8376791665211902,7_32,4A_4B,block
5.325002346460943,2.686077220822028,7_32,4A_4B,random
5.674858575485976,3.156887730478799,7_33,4A_4B,alternating
5.4667556095345775,3.1624592709974086,7_33,4A_4B,block
5.594777333702806,3.164189564288251,7_33,4A_4B,random
5.823575951916698,3.5352686864429277,7_34,4A_4B,alternating
