IP (eV),EA (eV),poly_id,comp,poly_type
5.225020549125823,2.4495812696571986,2_0,4A_4B,alternating
5.059067522182913,2.8935367604302793,2_0,4A_4B,block
5.128596401998393,2.6989643874927602,2_0,4A_4B,random
5.512527029962742,3.3138423888088138,2_1,4A_4B,alternating
5.085170761279153,3.1754288238045625,2_1,4A_4B,block
5.317501019076041,3.2462805572889746,2_1,4A_4B,random
5.245297369481289,2.4239220534328636,2_2,4A_4B,alternating
5.005089072973362,2.8949030264332873,2_2,4A_4B,block
5.128725340617495,2.654526762806985,2_2,4A_4B,random
5.3402472591653565,2.727389629454692,2_3,4A_4B,alternating
5.0578397948025895,2.985273990159823,2_3,4A_4B,block
5.193527971308204,2.8712179661412485,2_3,4A_4B,random
5.295170362868952,2.8007484879708135,2_4,4A_4B,alternating
5.0359710709562115,2.9732439393080377,2_4,4A_4B,block
5.188888261797697,2.888514370470029,2_4,4A_4B,random
5.645162896690673,3.3839804833631715,2_5,4A_4B,alternating
5.073955963042973,3.3866616248600803,2_5,4A_4B,block
5.3413683783384425,3.393553482445335,2_5,4A_4B,random
5.766075907649032,3.480039596292177,2_6,4A_4B,alternating
5.108729147985693,3.425669006319482,2_6,4A_4B,block
5.436130570066608,3.4391877528390635,2_6,4A_4B,random
5.3896115915637655,2.9080596191041144,2_7,4A_4B,alternating
5.056831934223895,2.947730948930952,2_7,4A_4B,block
5.241367046695762,2.9100660781939776,2_7,4A_4B,random
5.505288138254736,3.2450310347244127,2_8,4A_4B,alternating
5.095774798627864,3.1800669958332435,2_8,4A_4B,block
5.335806684405538,3.206692436053635,2_8,4A_4B,random
5.064197879803365,2.605611862462685,2_9,4A_4B,alternating
5.008501177157636,2.874183568058612,2_9,4A_4B,block
5.018789373925246,2.749336785518264,2_9,4A_4B,random
5.555239692625888,3.5391120300200214,2_10,4A_4B,alternating
5.13966056399506,3.63979882767686,2_10,4A_4B,block
5.39837994827367,3.5712827431687946,2_10,4A_4B,random
5.248228423069177,2.8596183767463668,2_11,4A_4B,alternating
4.995305268657123,2.9530740777950903,2_11,4A_4B,block
5.127200716316098,2.9069392844180726,2_11,4A_4B,random
5.271974224883779,2.66497097862322,2_12,4A_4B,alternating
5.02907847565315,2.9288588078354847,2_12,4A_4B,block
5.156425368231285,2.786135579275747,2_12,4A_4B,random
5.372737381835847,2.661424561183432,2_13,4A_4B,alternating
5.034812676672047,2.91822476702185,2_13,4A_4B,block
5.192643489049988,2.7891773329860885,2_13,4A_4B,random
5.2916153510533235,2.811005270092833,2_14,4A_4B,alternating
5.083365590065933,2.946678791034173,2_14,4A_4B,block
5.18860057153678,2.861114857486334,2_14,4A_4B,random
5.068048796059044,3.0905933309881544,2_15,4A_4B,alternating
5.0483598406820525,3.0388193841495337,2_15,4A_4B,block
5.06065307157089,3.0465380800422484,2_15,4A_4B,random
5.379846295996595,2.656165098113535,2_16,4A_4B,alternating
5.0342645284455925,2.9160190647557243,2_16,4A_4B,block
5.190203133618046,2.789354175272713,2_16,4A_4B,random
5.531191462661115,2.8442735200729774,2_17,4A_4B,alternating
5.046950898078225,2.966323750440115,2_17,4A_4B,block
5.27469339925408,2.916708527541645,2_17,4A_4B,random
5.706422364243722,3.269619212344914,2_18,4A_4B,alternating
5.09783139572098,3.371161866285205,2_18,4A_4B,block
5.396622509629497,3.319900232922432,2_18,4A_4B,random
5.117561929709055,2.9146450808304754,2_19,4A_4B,alternating
4.988715385751144,2.987127315323254,2_19,4A_4B,block
5.047861472694153,2.92035360534821,2_19,4A_4B,random
5.232352884482031,3.1221897353772623,2_20,4A_4B,alternating
5.0865452980964525,3.0261875374987413,2_20,4A_4B,block
5.179617202481434,3.0155059310223913,2_20,4A_4B,random
5.260742992131305,2.767071874471778,2_21,4A_4B,alternating
4.993444284894799,2.9132688847406363,2_21,4A_4B,block
5.119522507710006,2.832101189225938,2_21,4A_4B,random
5.566208588857635,3.2748927262465943,2_22,4A_4B,alternating
5.1225058463736115,3.2060154299663814,2_22,4A_4B,block
5.335196096462829,3.228876423838451,2_22,4A_4B,random
5.806837026749843,3.7036870147432337,2_23,4A_4B,alternating
5.110575142795835,3.778952354445417,2_23,4A_4B,block
5.473988396727007,3.739571515634695,2_23,4A_4B,random
5.584614650740677,3.0059576171416884,2_24,4A_4B,alternating
5.06462986086209,3.0157111908090353,2_24,4A_4B,block
5.334713497941377,3.03744598489217,2_24,4A_4B,random
5.7750635488324935,3.356729455407108,2_25,4A_4B,alternating
