IP (eV),EA (eV),poly_id,comp,poly_type
5.670618738133275,1.633588826911239,4_0,4A_4B,alternating
5.6402294469912535,1.8597711673934545,4_0,4A_4B,block
5.6668430768767,1.7484096685992145,4_0,4A_4B,random
5.910398071989451,2.4978357434845178,4_1,4A_4B,alternating
5.669925588208128,2.7256670316996674,4_1,4A_4B,block
5.802841885637474,2.5910972068443554,4_1,4A_4B,random
5.494579897295994,1.571914158004925,4_2,4A_4B,alternating
5.515103362983723,1.7071506734380923,4_2,4A_4B,block
5.501942399812152,1.6540615891851487,4_2,4A_4B,random
5.764220667396655,2.2899812840500493,4_3,4A_4B,alternating
5.65762632524309,2.3646579204751985,4_3,4A_4B,block
5.719277601942915,2.314142549295509,4_3,4A_4B,random
5.63675071516028,2.192604541903642,4_4,4A_4B,alternating
5.612147946667294,2.348066458599024,4_4,4A_4B,block
5.638284651369783,2.267513928345771,4_4,4A_4B,random
5.812646812976811,2.8794037758520217,4_5,4A_4B,alternating
5.650368606997063,3.234753012102277,4_5,4A_4B,block
5.749816836728375,3.024352332861365,4_5,4A_4B,random
5.970733870314147,2.9201888585041402,4_6,4A_4B,alternating
5.684178645271027,3.2360129409061207,4_6,4A_4B,block
5.851852582388893,3.0807849625558514,4_6,4A_4B,random
5.832936004338364,1.8449039154943234,4_7,4A_4B,alternating
5.660409872972685,1.804967156645083,4_7,4A_4B,block
5.762146486362186,1.8126843725702324,4_7,4A_4B,random
5.8893094514620765,2.4798083498982653,4_8,4A_4B,alternating
5.671149437850046,2.747616893215116,4_8,4A_4B,block
5.801205584148991,2.586734204811135,4_8,4A_4B,random
5.389807687906255,1.9595826086466837,4_9,4A_4B,alternating
5.426112313748332,1.8823326470705963,4_9,4A_4B,block
5.4058583281400505,1.905367661661105,4_9,4A_4B,random
5.934975044216822,2.9139542669914107,4_10,4A_4B,alternating
5.682654294284785,3.506654687649519,4_10,4A_4B,block
5.838492121251917,3.1780942950577407,4_10,4A_4B,random
5.604589237338928,2.094663049342522,4_11,4A_4B,alternating
5.474448327495028,2.2697743545017612,4_11,4A_4B,block
5.5231469717901405,2.183786755623976,4_11,4A_4B,random
5.658782301774533,1.8392581938010184,4_12,4A_4B,alternating
5.604872449245961,1.8593912050714472,4_12,4A_4B,block
5.627094752231351,1.8562621106596244,4_12,4A_4B,random
5.7187057176711145,1.7844815826793818,4_13,4A_4B,alternating
