IP (eV),EA (eV),poly_id,comp,poly_type
6.261997173999572,1.8789018334208198,0_0,4A_4B,alternating
6.210397442714792,2.329229219450733,0_0,4A_4B,block
6.272161148647633,2.106771614485174,0_0,4A_4B,random
7.170896773761031,2.8936034385604152,0_1,4A_4B,alternating
7.1420862924143025,2.8969762433314075,0_1,4A_4B,block
7.160923402061136,2.902965646605593,0_1,4A_4B,random
5.8739995865077015,1.8208827696008176,0_2,4A_4B,alternating
5.852000850796274,2.3082565139945563,0_2,4A_4B,block
5.866900774399858,2.0456828906459794,0_2,4A_4B,random
6.545632671593753,2.4920522439678807,0_3,4A_4B,alternating
6.507350301454041,2.656351420727448,0_3,4A_4B,block
6.49608042200031,2.551787033072631,0_3,4A_4B,random
6.2065297362452805,2.620096165141716,0_4,4A_4B,alternating
6.2103916668792944,2.6596000493578913,0_4,4A_4B,block
6.20497097514007,2.638105763437465,0_4,4A_4B,random
6.818075789728718,3.2842495117952755,0_5,4A_4B,alternating
6.704045747043597,3.3579746162271,0_5,4A_4B,block
6.773855957188754,3.3353077784478584,0_5,4A_4B,random
7.096483870525872,3.363149240726147,0_6,4A_4B,alternating
7.094953651078538,3.3602734858080936,0_6,4A_4B,block
7.093608715021407,3.3528739153297424,0_6,4A_4B,random
6.917888151553522,2.149710710107701,0_7,4A_4B,alternating
6.9192715523554815,2.3727420087732645,0_7,4A_4B,block
6.926400681053218,2.2475355031497135,0_7,4A_4B,random
6.99615340340065,2.9686510936451,0_8,4A_4B,alternating
7.009613345298285,2.9557988033351137,0_8,4A_4B,block
6.994517624635717,2.9473522278768503,0_8,4A_4B,random
5.756618626926453,2.213825544532138,0_9,4A_4B,alternating
5.6306274324629495,2.389546601480003,0_9,4A_4B,block
5.710956066447707,2.2853606920502054,0_9,4A_4B,random
6.942039556186732,3.4926568674668674,0_10,4A_4B,alternating
6.916876800968591,3.6488507814310975,0_10,4A_4B,block
6.934000336426131,3.487592579245104,0_10,4A_4B,random
6.15990483434555,2.4618032604255737,0_11,4A_4B,alternating
5.878629797799135,2.590784684011982,0_11,4A_4B,block
6.0028799730885245,2.540173150560787,0_11,4A_4B,random
6.301785391225966,2.209434193851614,0_12,4A_4B,alternating
6.225431927683289,2.385617909913189,0_12,4A_4B,block
6.2847811971747785,2.280999057238623,0_12,4A_4B,random
6.480160565197757,2.159668017880684,0_13,4A_4B,alternating
6.455628827838657,2.366173576272608,0_13,4A_4B,block
6.471769303621853,2.239953960212241,0_13,4A_4B,random
6.458323420941841,2.3719330895860806,0_14,4A_4B,alternating
6.416320469583516,2.467357565672493,0_14,4A_4B,block
6.435648806073683,2.411735249619276,0_14,4A_4B,random
6.35451026466821,2.8841776574129994,0_15,4A_4B,alternating
6.208558510627495,2.7980067384665097,0_15,4A_4B,block
6.3127665297155975,2.847728936005762,0_15,4A_4B,random
6.458651662276799,2.1498187192982865,0_16,4A_4B,alternating
6.433271242270861,2.37597233694074,0_16,4A_4B,block
6.455915552798313,2.248500447440982,0_16,4A_4B,random
6.803133521782835,2.3760488160258237,0_17,4A_4B,alternating
6.809767937729649,2.435473063938854,0_17,4A_4B,block
6.794667189774925,2.4193703210412334,0_17,4A_4B,random
7.246797310352807,3.345974188802911,0_18,4A_4B,alternating
7.205025882540771,3.3504619089074694,0_18,4A_4B,block
7.222463561319702,3.345566506279451,0_18,4A_4B,random
6.193037985711788,2.848405033631994,0_19,4A_4B,alternating
5.91287932312523,2.6862893668665437,0_19,4A_4B,block
6.101309345953947,2.827651746056728,0_19,4A_4B,random
5.856654523352692,2.861863790683577,0_20,4A_4B,alternating
5.773596699380969,2.7833597710338047,0_20,4A_4B,block
5.8196472834639295,2.824586678894659,0_20,4A_4B,random
6.250510155013721,2.3972443663598253,0_21,4A_4B,alternating
6.15466865057916,2.450526197828269,0_21,4A_4B,block
6.207227507646005,2.413707125844823,0_21,4A_4B,random
6.856312421618032,3.130414392515815,0_22,4A_4B,alternating
6.8439117645910565,3.0974849611357422,0_22,4A_4B,block
6.8500928636509,3.1144119821435856,0_22,4A_4B,random
7.334588302959167,3.7015466018154646,0_23,4A_4B,alternating
7.249461527022913,3.7835042473021163,0_23,4A_4B,block
7.291806000815162,3.7336229913277617,0_23,4A_4B,random
6.409643904839076,2.729466324793828,0_24,4A_4B,alternating
6.434535801874394,2.630648393683059,0_24,4A_4B,block
6.413426102591577,2.653468971783645,0_24,4A_4B,random
7.346893094059858,3.542600982271434,0_25,4A_4B,alternating
7.268218264713697,3.7740919609385077,0_25,4A_4B,block
7.298602076129136,3.6417629542873327,0_25,4A_4B,random
6.725433726495414,2.542217559257726,0_26,4A_4B,alternating
6.67533518640818,2.495474607702668,0_26,4A_4B,block
6.719501513554813,2.4916522017048095,0_26,4A_4B,random
6.5513658226918245,2.6099458194464615,0_27,4A_4B,alternating
6.552349266078453,2.6379456243390846,0_27,4A_4B,block
6.553772774792107,2.6167645401977904,0_27,4A_4B,random
6.163475944047452,3.055067083312785,0_28,4A_4B,alternating
5.997664213535938,3.010197427154951,0_28,4A_4B,block
6.109008679864238,3.06805854993213,0_28,4A_4B,random
7.508120207575209,3.8516263081480147,0_29,4A_4B,alternating
7.320312633853214,3.9778442516357426,0_29,4A_4B,block
7.422938909124971,3.8968493544810086,0_29,4A_4B,random
5.404042665794419,1.684120616977562,0_30,4A_4B,alternating
5.185654702917656,2.2270780932548977,0_30,4A_4B,block
5.33598754264189,1.9165999349577592,0_30,4A_4B,random
7.185326936567657,3.5824876855005856,0_31,4A_4B,alternating
7.1710096304731,3.663862170282945,0_31,4A_4B,block
7.181868869431549,3.6116982715932906,0_31,4A_4B,random
5.92406293484006,2.3817215136766916,0_32,4A_4B,alternating
5.820248625888151,2.5818496490620326,0_32,4A_4B,block
5.885289955733216,2.476284803853601,0_32,4A_4B,random
6.785785173121656,2.8457331394778924,0_33,4A_4B,alternating
6.742716913002893,3.0605625087384736,0_33,4A_4B,block
6.769154092116247,2.9557373246901424,0_33,4A_4B,random
6.994186752231138,3.5993330726079487,0_34,4A_4B,alternating
6.9604219544166686,3.714212865517359,0_34,4A_4B,block
6.980408584106316,3.6181171937519565,0_34,4A_4B,random
6.151985789230389,2.4230543299018863,0_35,4A_4B,alternating
6.168362998995894,2.500166770210255,0_35,4A_4B,block
6.137499404752482,2.4460269038303073,0_35,4A_4B,random
6.8956550443851885,2.907358625354939,0_36,4A_4B,alternating
6.900418701142753,2.9059009076878874,0_36,4A_4B,block
6.886902559431923,2.936629492964499,0_36,4A_4B,random
5.727798498722572,1.4731455549515227,0_37,4A_4B,alternating
5.6304115340986804,2.244200575717201,0_37,4A_4B,block
5.707616706987042,1.824267067454096,0_37,4A_4B,random
5.848699412380814,1.813228204624331,0_38,4A_4B,alternating
5.265650650722511,2.2927614091920416,0_38,4A_4B,block
5.589654056763946,2.072337956018991,0_38,4A_4B,random
6.991047064013075,2.430080112143164,0_39,4A_4B,alternating
6.991287189444851,2.4763201053504966,0_39,4A_4B,block
6.993120723490267,2.444799444715073,0_39,4A_4B,random
6.205158693213845,2.4913853654809985,0_40,4A_4B,alternating
5.8978948643318745,2.6188516079619135,0_40,4A_4B,block
6.095014023018493,2.543755159434845,0_40,4A_4B,random
7.181535723359682,3.229352445812914,0_41,4A_4B,alternating
7.093770827491973,3.1122886709902833,0_41,4A_4B,block
7.138145284864797,3.157760372625067,0_41,4A_4B,random
6.9214475331449234,2.2517572719478016,0_42,4A_4B,alternating
6.868584034566686,2.4264135841716774,0_42,4A_4B,block
6.88980119093821,2.3334974358202105,0_42,4A_4B,random
6.070739858475118,2.049505258912988,0_43,4A_4B,alternating
6.057254915995576,2.3877819252903922,0_43,4A_4B,block
6.073346733523577,2.1991050329576756,0_43,4A_4B,random
5.511076031842041,1.620058408128809,0_44,4A_4B,alternating
5.299261878404211,2.281620697770208,0_44,4A_4B,block
5.411679546896259,1.9347892532125168,0_44,4A_4B,random
5.5417522699431725,1.6483946368152784,0_45,4A_4B,alternating
5.307815906068951,2.24336522631825,0_45,4A_4B,block
5.459356753647847,1.912041205423568,0_45,4A_4B,random
7.289144403806931,3.2974588539745744,0_46,4A_4B,alternating
7.157781379855759,3.3317851991027236,0_46,4A_4B,block
7.223313238047879,3.290002295975806,0_46,4A_4B,random
6.460047310844945,2.720898997829141,0_47,4A_4B,alternating
6.61222957327035,2.9158926505545244,0_47,4A_4B,block
6.541129391929814,2.8030267581501582,0_47,4A_4B,random
7.092250702139626,2.8429322189799926,0_48,4A_4B,alternating
7.037397659628386,2.8176078884400306,0_48,4A_4B,block
7.069382171882397,2.839428813524875,0_48,4A_4B,random
7.196233493095345,2.1988134683751075,0_49,4A_4B,alternating
7.123836632932971,2.4624523242536895,0_49,4A_4B,block
7.191530088024946,2.274111732200688,0_49,4A_4B,random
6.364842871255889,2.4251795832409484,0_50,4A_4B,alternating
6.302199445129699,2.4224011303976845,0_50,4A_4B,block
6.338658319495,2.458891846062087,0_50,4A_4B,random
6.993416077661214,1.6343462310459285,0_51,4A_4B,alternating
6.864419116258568,2.3056915922804064,0_51,4A_4B,block
6.925125115606039,1.948007407098291,0_51,4A_4B,random
6.664463598403882,2.2495568627125064,0_52,4A_4B,alternating
6.680359227827838,2.45695625435801,0_52,4A_4B,block
6.682082375455354,2.3694600005246667,0_52,4A_4B,random
6.535301551048872,3.309400847755695,0_53,4A_4B,alternating
6.400399706785743,3.229149490556478,0_53,4A_4B,block
6.458187629540375,3.2962382053963055,0_53,4A_4B,random
5.609805016940607,1.8707394473472818,0_54,4A_4B,alternating
4.937166873378359,2.2957632652838513,0_54,4A_4B,block
5.2381495346928855,2.0273771059768824,0_54,4A_4B,random
6.571463611125927,2.130765806808217,0_55,4A_4B,alternating
6.516990893951242,2.397610160611918,0_55,4A_4B,block
6.552580405115174,2.2471444745707494,0_55,4A_4B,random
6.700048175080523,2.881937706913069,0_56,4A_4B,alternating
6.6962470642380625,2.8925616452934872,0_56,4A_4B,block
6.681932245834698,2.8757072296315247,0_56,4A_4B,random
6.194298027652162,2.559687288444252,0_57,4A_4B,alternating
6.016060106861867,2.51859744793094,0_57,4A_4B,block
6.112154266127151,2.5505151422009784,0_57,4A_4B,random
6.882300377205286,2.2300848695793483,0_58,4A_4B,alternating
6.89247209598589,2.4191761224667845,0_58,4A_4B,block
6.8641205910661105,2.3388421698664548,0_58,4A_4B,random
7.071808168565177,2.6308628479963705,0_59,4A_4B,alternating
7.069620846811093,2.67271064895379,0_59,4A_4B,block
7.065801609162525,2.659544756566074,0_59,4A_4B,random
5.6958173276431685,1.8590933378700791,0_60,4A_4B,alternating
5.4372774158368475,2.2961845915390553,0_60,4A_4B,block
5.567388367684288,2.058523872244053,0_60,4A_4B,random
5.892915773799951,2.6177985590535346,0_61,4A_4B,alternating
5.831522077221832,2.6189570735795646,0_61,4A_4B,block
5.867285673712686,2.5977633533856848,0_61,4A_4B,random
6.78119953762013,2.125969395127073,0_62,4A_4B,alternating
6.807927861754335,2.411371061494318,0_62,4A_4B,block
6.79987874675228,2.3064847907872905,0_62,4A_4B,random
6.731571672764387,1.736049965485682,0_63,4A_4B,alternating
6.65268578599318,2.296704798381131,0_63,4A_4B,block
6.706478083303645,1.9773795034250987,0_63,4A_4B,random
6.049891451363046,2.2463703940404063,0_64,4A_4B,alternating
6.001518298723429,2.4434812806989425,0_64,4A_4B,block
6.045448716236011,2.316223280331748,0_64,4A_4B,random
6.953753184181986,2.0937974243434296,0_65,4A_4B,alternating
6.9291101107284305,2.433305153740007,0_65,4A_4B,block
6.9541831368342235,2.231323313824312,0_65,4A_4B,random
7.127812900825751,3.4632464922798665,0_66,4A_4B,alternating
7.122209077986393,3.5312112408950647,0_66,4A_4B,block
7.12780363306797,3.4981263481364007,0_66,4A_4B,random
6.9876579077215,3.473400129686292,0_67,4A_4B,alternating
6.954951346449812,3.5270602875300217,0_67,4A_4B,block
6.975767770444183,3.497885649413729,0_67,4A_4B,random
6.134157950558287,2.927572469324728,0_68,4A_4B,alternating
6.073580023929385,2.8516356329149515,0_68,4A_4B,block
6.095659182157162,2.904814616510884,0_68,4A_4B,random
6.291370263742975,1.9730619090237491,0_69,4A_4B,alternating
6.266203031630273,2.3322079572309704,0_69,4A_4B,block
6.285502424343337,2.1366244000406156,0_69,4A_4B,random
5.850623092394621,1.8521399557470368,0_70,4A_4B,alternating
5.7383580039518405,2.2730424162912968,0_70,4A_4B,block
5.807454931435556,2.0469480325306444,0_70,4A_4B,random
5.545915646204056,1.6399729238062035,0_71,4A_4B,alternating
5.342998072530559,2.2397669614581672,0_71,4A_4B,block
5.4679111228630415,1.8811425832084003,0_71,4A_4B,random
6.697469334909708,2.1205485397971264,0_72,4A_4B,alternating
6.65546988644061,2.3580556895701585,0_72,4A_4B,block
6.686180356114729,2.215001269465956,0_72,4A_4B,random
6.504154140279072,2.4809834498571024,0_73,4A_4B,alternating
6.483162028138986,2.642399849517368,0_73,4A_4B,block
6.474468539876441,2.54089462320035,0_73,4A_4B,random
5.64757578062458,3.1000134335294365,0_74,4A_4B,alternating
5.466967774473045,2.959479651391096,0_74,4A_4B,block
5.5721488771990035,3.0289533749911386,0_74,4A_4B,random
6.8217906051831285,3.626861504393281,0_75,4A_4B,alternating
6.846732849674784,3.5802414026286282,0_75,4A_4B,block
6.830702860660611,3.6116356029782613,0_75,4A_4B,random
7.246633163691587,3.157248438546441,0_76,4A_4B,alternating
7.170111448847999,3.19719233812499,0_76,4A_4B,block
7.2213376259968864,3.173920560651924,0_76,4A_4B,random
5.940053873602455,2.3977703093920653,0_77,4A_4B,alternating
5.58268927175072,2.5428967739439474,0_77,4A_4B,block
5.7826029524867275,2.4624195633230377,0_77,4A_4B,random
7.096251538407429,3.0215979703900286,0_78,4A_4B,alternating
7.090173314017559,3.033341241091493,0_78,4A_4B,block
7.101714802336545,3.0406467567631603,0_78,4A_4B,random
6.931285024465994,2.590987289941798,0_79,4A_4B,alternating
