IP (eV),EA (eV),poly_id,comp,poly_type
6.03400394079343,2.603131676065967,8_0,4A_4B,alternating
6.090520958893062,2.880565430480572,8_0,4A_4B,block
6.070211441048905,2.7772383367335793,8_0,4A_4B,random
6.631812894456449,3.122238335548658,8_1,4A_4B,alternating
6.501049496248537,3.0945751677618576,8_1,4A_4B,block
6.572922846339323,3.109867780889191,8_1,4A_4B,random
5.769032090660754,2.544354456598999,8_2,4A_4B,alternating
5.818856109832899,2.8726635535171248,8_2,4A_4B,block
5.787410580587685,2.7260180226179185,8_2,4A_4B,random
6.267407406454147,2.748592656197487,8_3,4A_4B,alternating
6.293312204494542,2.944625977961496,8_3,4A_4B,block
6.293225478378444,2.858812798187097,8_3,4A_4B,random
6.0057531873854995,2.814826259107507,8_4,4A_4B,alternating
6.098340158015648,2.938737228083636,8_4,4A_4B,block
6.034110115462393,2.88243236101253,8_4,4A_4B,random
6.5085922658615,3.3617758113377727,8_5,4A_4B,alternating
6.389663492324344,3.376528152547468,8_5,4A_4B,block
6.462266146504764,3.383588376248839,8_5,4A_4B,random
6.697197853591316,3.3352533615890354,8_6,4A_4B,alternating
6.520446222768571,3.3803733890967536,8_6,4A_4B,block
6.620004748513785,3.3543584558494937,8_6,4A_4B,random
6.520558405614542,2.7437734438238364,8_7,4A_4B,alternating
6.4699169621358426,2.8973443662253717,8_7,4A_4B,block
6.49752784759157,2.8243397393353495,8_7,4A_4B,random
6.55487893998554,3.186167670818344,8_8,4A_4B,alternating
6.482534558976868,3.129277669279589,8_8,4A_4B,block
6.529799648141804,3.1309486730940437,8_8,4A_4B,random
5.712700712136026,2.607213387535441,8_9,4A_4B,alternating
5.631907203670188,2.895624073268155,8_9,4A_4B,block
5.665391224489919,2.767453552573068,8_9,4A_4B,random
6.578604979001031,3.5229621643975495,8_10,4A_4B,alternating
6.4818181594099435,3.6297837703119713,8_10,4A_4B,block
6.545044868475923,3.5601954868310544,8_10,4A_4B,random
6.005735874396308,2.8253195459808014,8_11,4A_4B,alternating
5.814406448815978,2.913233660267692,8_11,4A_4B,block
5.920968558004574,2.8636253310193043,8_11,4A_4B,random
6.111216911033635,2.6731912040382935,8_12,4A_4B,alternating
6.106238826418984,2.886485011654255,8_12,4A_4B,block
6.098057513765987,2.7793277205824176,8_12,4A_4B,random
6.290771055713577,2.6655491816163988,8_13,4A_4B,alternating
6.254161169117994,2.877099215663672,8_13,4A_4B,block
6.275992799247614,2.778513786573683,8_13,4A_4B,random
6.205730681727812,2.7897653946717305,8_14,4A_4B,alternating
6.203370925976792,2.920382673407854,8_14,4A_4B,block
6.188515503838136,2.8602181768087025,8_14,4A_4B,random
6.100750082070826,2.9981173305163242,8_15,4A_4B,alternating
6.076523208426055,3.0159621593440873,8_15,4A_4B,block
6.063852575725285,2.9978354722261695,8_15,4A_4B,random
6.290701942979186,2.6614935351031868,8_16,4A_4B,alternating
6.253622842613352,2.8714828240024755,8_16,4A_4B,block
6.269925700794446,2.7721689781963357,8_16,4A_4B,random
6.498158124003233,2.752073400443389,8_17,4A_4B,alternating
6.430323874307538,2.8945089266969464,8_17,4A_4B,block
6.4630090999670315,2.83537545205667,8_17,4A_4B,random
6.728112622683738,3.2945123010080977,8_18,4A_4B,alternating
6.5278122635816604,3.3548583406935952,8_18,4A_4B,block
6.628660322288426,3.3211268845960324,8_18,4A_4B,random
5.9853096838941475,3.0255258916225687,8_19,4A_4B,alternating
5.845114701436377,2.9661853499580477,8_19,4A_4B,block
5.931092240783971,3.0120324986137854,8_19,4A_4B,random
5.71504525394795,3.0774513140048096,8_20,4A_4B,alternating
5.719971819301973,3.0799951110452044,8_20,4A_4B,block
5.731851912141199,3.027220807587506,8_20,4A_4B,random
6.08579442097621,2.7252819010889513,8_21,4A_4B,alternating
6.052873291253775,2.876055108091087,8_21,4A_4B,block
6.069314422965752,2.7934921981046568,8_21,4A_4B,random
6.516999915154091,3.1325003681160086,8_22,4A_4B,alternating
6.48159968569386,3.1414001586855016,8_22,4A_4B,block
6.481662547652139,3.126354996500865,8_22,4A_4B,random
6.792699740175747,3.614579677154074,8_23,4A_4B,alternating
6.5230494171337305,3.7435670918684263,8_23,4A_4B,block
6.654718086460229,3.684363151116219,8_23,4A_4B,random
