master_chemprop_input,EA vs SHE (eV) poly_type_x5,IP vs SHE (eV) poly_type_x5
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-4.238132171555145,1.8582928130588288
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-2.166626195817548,1.623514035713081
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-3.189931178659121,1.9045388977075064
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.472791550299023,2.5510861156914983
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.445240295237768,2.636794964584583
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-4.333187793572298,1.49024464840939
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-2.091268569361101,1.390150400922393
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-3.2991072367645566,1.4579450533187044
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-3.1169269336764462,2.172698403093209
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.3611507205824336,1.998513618957518
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.842146903794595,1.9472356674430435
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.7948613999509178,1.7547475476215888
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.613143532556507,1.7723193320063533
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.7120172477904694,1.7476551845928832
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-2.2663580510118875,2.5060588172595706
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-1.927222570625493,1.9872221230422689
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-2.0314900244100054,2.3048585792027327
Fc1ccc(F)cc1.O=Cc1ccccc1F,-2.0377991793025902,2.5657830119680214
Fc1ccc(F)cc1.O=Cc1ccccc1F,-2.071837203503004,2.559663552908076
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-3.550649619195544,2.392871155814364
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-2.52470564533395,2.3991656294632797
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-3.100655571202285,2.431603165037978
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.4597236915911544,2.4543101524464657
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-3.401381443175309,1.5563961731663365
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-2.593064581215133,0.9831362383573924
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-2.1069413561745742,2.467141059104132
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-3.1242919452403286,2.246917275255957
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.530977396742852,0.96711585896977
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-3.406025465780112,1.9574986638961844
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-2.595580371896869,1.6100904047770026
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-3.0768270941998703,1.8801295809632808
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-3.4997029977705747,2.046492686371098
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-2.549777429167725,1.9348732813871927
Fc1ccc(F)cc1.O=C(Nc1ccccc1)c1ccccc1,-2.679546974556694,1.8740363313981616
Fc1ccc(F)cc1.c1ccc(-c2nc3ccccc3s2)cc1,-2.330943129679465,2.1199415341599765
Fc1ccc(F)cc1.c1ccc(-c2nc3ccccc3s2)cc1,-2.7273293568333226,1.4558610532747214
Fc1ccc(F)cc1.c1ccc(-c2nc3ccccc3s2)cc1,-2.4986072481527635,1.9300075401255876
Fc1ccc(F)cc1.COc1ccccc1,-3.5554314690753603,2.021087735112989
Fc1ccc(F)cc1.COc1ccccc1,-2.515124827920076,1.9056068240859687
Fc1ccc(F)cc1.OCc1ccccn1,-3.074869879515127,2.3026742296431766
Fc1ccc(F)cc1.OCc1ccccn1,-2.801518339115187,2.33286082220118
Fc1ccc(F)cc1.OCc1ccccn1,-2.875590956444245,2.2641524190071847
Fc1ccc(F)cc1.O=C(Cl)c1ccccc1,-2.040865079919835,2.5943331704483947
Fc1ccc(F)cc1.O=C(Cl)c1ccccc1,-2.063383932008719,2.6736746088925307
Fc1ccc(F)cc1.Cc1cncs1,-3.0356801855216906,0.9217659124067592
Fc1ccc(F)cc1.CC(C)(C)c1cc2ccc3cccc4ccc(c1)c2c34,-2.3598604580063167,1.5848345604016705
Fc1ccc(F)cc1.CC(C)(C)c1cc2ccc3cccc4ccc(c1)c2c34,-2.7209789483952687,1.2069214613303316
Fc1ccc(F)cc1.CC(C)(C)c1cc2ccc3cccc4ccc(c1)c2c34,-2.531335172235337,1.4164516189078027
Fc1ccc(F)cc1.c1ccc2[nH]ncc2c1,-3.0148885478518483,1.9663682119159152
Fc1ccc(F)cc1.c1ccc2[nH]ncc2c1,-2.769792123097008,1.5302893667386628
Fc1ccc(F)cc1.O=C(c1ccccc1)c1ccccc1,-2.194795699669294,2.3714368311985927
Fc1ccc(F)cc1.O=C(c1ccccc1)c1ccccc1,-2.346271084017626,2.3150138417258552
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.8692588759284816,2.9392717037635574
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.492253706689887,2.5519448732535976
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.7217074841719169,2.744612229008334
Fc1ccc(F)cc1.O=c1cc[nH]cc1,-2.86381338244418,2.0208428499050344
Fc1ccc(F)cc1.O=c1cc[nH]cc1,-2.7588387231814844,1.9247937181682195
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-2.281208049148061,2.9493246102904207
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.825062977874927,2.7296004787056343
Fc1ccc(F)cc1.c1ccncc1,-2.676594986310443,2.297728671451264
Fc1ccc(F)cc1.c1ccncc1,-2.8916125634637098,2.0697803140543543
Fc1ccc(F)cc1.c1ccncc1,-2.909195631053862,2.2707371025715317
Fc1ccc(F)cc1.S=C=Nc1ccccc1,-2.7763605708991728,2.067229218792108
Fc1ccc(F)cc1.S=C=Nc1ccccc1,-2.647561468393105,2.071703886201268
Fc1ccc(F)cc1.S=C=Nc1ccccc1,-2.7449944554430576,2.078180850848394
Fc1ccc(F)cc1.c1cc2n[nH]cc2cn1,-2.285034370851693,1.9856349559794515
Fc1ccc(F)cc1.c1cc2n[nH]cc2cn1,-2.491434789177729,1.231191582152062
Fc1ccc(F)cc1.c1cc2n[nH]cc2cn1,-2.225273624402706,1.7378089039458284
Fc1ccc(F)cc1.CC(C)(C)N=[N+]([O-])c1ccccc1[N+](=O)[O-],-1.2210022039736967,2.418691426694004
Fc1ccc(F)cc1.CC(C)(C)N=[N+]([O-])c1ccccc1[N+](=O)[O-],-1.5935787308854732,2.8856409791804998
Fc1ccc(F)cc1.Nc1ccc2[nH]cnc2c1,-4.53661150000322,1.3748297702551286
Fc1ccc(F)cc1.Nc1ccc2[nH]cnc2c1,-3.4672066372943124,1.0651789599111217
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.974562349612875,2.669814965129774
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.6002397196140217,2.6046712223995403
Fc1ccc(F)cc1.Nc1ccccc1OC(F)(F)F,-3.305104356107139,1.6735031802157396
Fc1ccc(F)cc1.Nc1ccccc1OC(F)(F)F,-2.3845149333345703,1.201148074484557
Fc1ccc(F)cc1.Nc1ccccc1OC(F)(F)F,-2.870113221293354,1.497086125279602
Fc1ccc(F)cc1.Cc1ccnnc1,-2.915188005167012,2.3570997081047014
Fc1ccc(F)cc1.Cc1ccnnc1,-1.9269729065683392,2.1611391245643303
Fc1ccc(F)cc1.Cc1ccnnc1,-2.409168753190661,2.281428289530089
Fc1ccc(F)cc1.O=C(O)c1cnccn1,-1.4589275937229256,2.378365579814174
Fc1ccc(F)cc1.O=C(O)c1cnccn1,-1.9009676838437757,2.469304744902072
Fc1ccc(F)cc1.N#Cc1c(N)cccc1Cl,-3.028360967287396,1.7056128668507011
Fc1ccc(F)cc1.N#Cc1c(N)cccc1Cl,-2.673643741868899,1.7801291712837488
Fc1ccc(F)cc1.N#Cc1c(N)cccc1Cl,-2.922687127216655,1.6396998174762247
Fc1ccc(F)cc1.Clc1ccccn1,-2.494147528602933,2.3894858686013047
Fc1ccc(F)cc1.Clc1ccccn1,-2.500853029871371,2.4111605068482227
Fc1ccc(F)cc1.Clc1ccccn1,-2.3595015375989563,2.349662062063947
Fc1ccc(F)cc1.Cc1cc(C)cc(N)c1,-5.156042636920324,1.4645467248869697
Fc1ccc(F)cc1.Cc1cc(C)cc(N)c1,-1.609189541398201,1.0214360358482624
Fc1ccc(F)cc1.Cc1cc(C)cc(N)c1,-3.540883679408481,1.372719572490311
