master_chemprop_input,EA vs SHE (eV) comp_x5,IP vs SHE (eV) comp_x5
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-3.399317082605835,1.6704459266410665
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.4726848365244187,2.635116064122538
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.457766950925764,2.626084689950112
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-3.459587851967248,1.454939623722008
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-3.1957897349722506,1.256459048370928
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.8421119355495503,2.0661257311503154
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.690015739644338,1.946926674254484
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.904232690447572,1.837072132838562
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.724311528069622,1.7575420599832048
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.7209537904767,1.6137074969646843
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-2.113290449148347,2.3140489686531334
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-1.8882044115837315,2.1800176834304903
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-1.9652355565140924,2.295005599788334
Fc1ccc(F)cc1.O=Cc1ccccc1F,-2.040702698531945,2.567400322178543
Fc1ccc(F)cc1.O=Cc1ccccc1F,-1.9220078323543677,2.552349130748369
Fc1ccc(F)cc1.O=Cc1ccccc1F,-1.9661858047631235,2.55034448291956
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-3.157066146700916,2.404878217913705
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-2.747483189246524,2.412501106747793
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.4036409938465084,2.476099597094592
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.3544943205104083,2.4756477874728664
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.453351494967828,2.434964307235015
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-3.0980804990304334,1.3481229505030723
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-2.8513031360059315,1.045819722559301
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-3.061567709649672,1.180041121071916
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-1.4955148498721154,2.38912184800614
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-1.942501933478252,2.445488673238856
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.76391675331978,1.2072354108155263
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.8521603598229825,1.368573632692283
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-3.1021205416565154,1.8442247060156287
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-2.8362773136680044,1.6386948164487638
Fc1ccc(F)cc1.CC1(C)C(=O)Nc2ccccc21,-3.066093511200918,1.7556744885805085
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-3.147905423549771,2.0065461143299586
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-3.059225649176506,1.929009812843966
Fc1ccc(F)cc1.O=C(Nc1ccccc1)c1ccccc1,-2.952621557580806,1.9866743130570752
Fc1ccc(F)cc1.O=C(Nc1ccccc1)c1ccccc1,-2.9492777179602463,1.8813924012471188
Fc1ccc(F)cc1.c1ccc(-c2nc3ccccc3s2)cc1,-2.4813565551800405,1.892204340848071
Fc1ccc(F)cc1.c1ccc(-c2nc3ccccc3s2)cc1,-2.5803346830206464,1.5581249529714658
Fc1ccc(F)cc1.c1ccc(-c2nc3ccccc3s2)cc1,-2.4858103854344207,1.8134768928505012
Fc1ccc(F)cc1.COc1ccccc1,-3.156966778245577,1.986973012671887
Fc1ccc(F)cc1.COc1ccccc1,-3.029148745515579,1.898109036323372
Fc1ccc(F)cc1.OCc1ccccn1,-2.9488350892562423,2.30045150482238
Fc1ccc(F)cc1.OCc1ccccn1,-2.870680183523734,2.216215817125838
Fc1ccc(F)cc1.O=C(Cl)c1ccccc1,-2.0565037463013223,2.7041855524210545
Fc1ccc(F)cc1.O=C(Cl)c1ccccc1,-1.9625334399613088,2.61320975283594
Fc1ccc(F)cc1.O=C(Cl)c1ccccc1,-1.934975648212669,2.6460878679611066
Fc1ccc(F)cc1.Cc1cncs1,-2.5142673690585657,1.7452645669977267
Fc1ccc(F)cc1.Cc1cncs1,-2.6825592590207927,1.2259426216522278
Fc1ccc(F)cc1.Cc1cncs1,-2.2161361293029294,1.563679310424258
Fc1ccc(F)cc1.CC(C)(C)c1cc2ccc3cccc4ccc(c1)c2c34,-2.50188531257111,1.439155616250949
Fc1ccc(F)cc1.CC(C)(C)c1cc2ccc3cccc4ccc(c1)c2c34,-2.5800122327010677,1.2910122739494652
Fc1ccc(F)cc1.c1ccc2[nH]ncc2c1,-2.929335182948961,1.797564241062486
Fc1ccc(F)cc1.c1ccc2[nH]ncc2c1,-2.8654161711952346,1.55751141528425
Fc1ccc(F)cc1.c1ccc2[nH]ncc2c1,-2.931988872258044,1.628698430521338
Fc1ccc(F)cc1.O=C(c1ccccc1)c1ccccc1,-2.2548187588854507,2.3488443036724087
Fc1ccc(F)cc1.O=C(c1ccccc1)c1ccccc1,-2.2238920663332418,2.301950260355832
Fc1ccc(F)cc1.O=C(c1ccccc1)c1ccccc1,-2.173678349965565,2.29972778909924
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.561518113691727,2.6989041552410704
Fc1ccc(F)cc1.O=c1cc[nH]cc1,-2.6236909811896787,1.9423759534035585
Fc1ccc(F)cc1.O=c1cc[nH]cc1,-2.689022019716516,1.9107104759999312
Fc1ccc(F)cc1.O=c1cc[nH]cc1,-2.654291883266814,1.8286849625160968
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.3838584901136854,2.683105238901222
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.6407487339038298,2.707097815080274
Fc1ccc(F)cc1.c1ccncc1,-2.7959598454828924,2.229744691110826
Fc1ccc(F)cc1.c1ccncc1,-2.6906593059098736,2.0999344858838467
Fc1ccc(F)cc1.c1ccncc1,-2.809478990120228,2.223913522439452
Fc1ccc(F)cc1.S=C=Nc1ccccc1,-2.733649846109256,2.07134289864956
Fc1ccc(F)cc1.S=C=Nc1ccccc1,-2.7081922026791645,2.024052850865267
Fc1ccc(F)cc1.c1cc2n[nH]cc2cn1,-2.324138283352238,1.7183631090831808
Fc1ccc(F)cc1.c1cc2n[nH]cc2cn1,-2.329888843170504,1.3483844436032526
Fc1ccc(F)cc1.CC(C)(C)N=[N+]([O-])c1ccccc1[N+](=O)[O-],-1.5913037965038266,2.94198938889344
Fc1ccc(F)cc1.CC(C)(C)N=[N+]([O-])c1ccccc1[N+](=O)[O-],-1.2096164101637257,2.6494330818687755
Fc1ccc(F)cc1.CC(C)(C)N=[N+]([O-])c1ccccc1[N+](=O)[O-],-1.4255808304531616,2.8499125529372784
Fc1ccc(F)cc1.Nc1ccc2[nH]cnc2c1,-3.585409032380644,1.027278825872921
Fc1ccc(F)cc1.Nc1ccc2[nH]cnc2c1,-2.913992756755703,0.5539417622876289
Fc1ccc(F)cc1.Nc1ccc2[nH]cnc2c1,-3.433493688545971,0.7791687466004505
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.8389113293394617,2.6482475122765674
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.5471040515364842,2.6033024982692243
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.6278995577542208,2.611476125928234
Fc1ccc(F)cc1.Nc1ccccc1OC(F)(F)F,-2.78420259317719,1.1926940005817723
Fc1ccc(F)cc1.Cc1ccnnc1,-2.5167255116803395,2.284664507540707
Fc1ccc(F)cc1.Cc1ccnnc1,-2.2163648515111105,2.2248505968935226
Fc1ccc(F)cc1.Cc1ccnnc1,-2.4264659184039683,2.2764048074805445
Fc1ccc(F)cc1.O=C(O)c1cnccn1,-1.823413573200688,2.474309944530335
Fc1ccc(F)cc1.O=C(O)c1cnccn1,-1.7187837555967191,2.4815111117098265
Fc1ccc(F)cc1.N#Cc1c(N)cccc1Cl,-2.9055900164902653,1.7079070681996538
Fc1ccc(F)cc1.N#Cc1c(N)cccc1Cl,-2.859046453604835,1.5848267341749536
Fc1ccc(F)cc1.N#Cc1c(N)cccc1Cl,-2.9151753010653856,1.5327895895966763
Fc1ccc(F)cc1.Cc1cc(C)cc(N)c1,-3.7795060894446,1.3218966338375395
Fc1ccc(F)cc1.Cc1cc(C)cc(N)c1,-3.1522679342435853,0.974855398427536
Fc1ccc(F)cc1.Cc1cc(C)cc(N)c1,-4.01236650365538,1.143571343472505
Fc1ccc(F)cc1.Cc1cncn1C,-3.466630051745616,1.4319164652665402
Fc1ccc(F)cc1.Cc1cncn1C,-3.0906194600756614,0.4773016767736714
Fc1ccc(F)cc1.Fc1cccc(F)c1,-2.89912629682829,2.471452828251898
Fc1ccc(F)cc1.Fc1cccc(F)c1,-2.816042604203388,2.452741934451933
Fc1ccc(F)cc1.Fc1cccc(F)c1,-2.87564966548124,2.4707175155039653
Fc1ccc(F)cc1.COC(=O)c1ccc(N)cn1,-2.842725463757482,1.7562944108245988
Fc1ccc(F)cc1.COC(=O)c1ccc(N)cn1,-2.7296906409151447,1.1761961328648982
Fc1ccc(F)cc1.COC(=O)c1ccc(N)cn1,-2.8628265203974683,1.5754190166949729
Fc1ccc(F)cc1.O=C(O)c1cccnc1,-2.1637957498521194,2.64479750825731
Fc1ccc(F)cc1.O=C(O)c1cccnc1,-2.2596633301211986,2.549257927418929
Fc1ccc(F)cc1.O=C(O)c1cccnc1,-2.206693133045776,2.627248082408859
Fc1ccc(F)cc1.[C-]#[N+]c1ccc(C)cc1,-3.0631833098080232,2.40811725516188
Fc1ccc(F)cc1.[C-]#[N+]c1ccc(C)cc1,-2.760662015435685,2.337554319695865
Fc1ccc(F)cc1.CCOC(=O)c1ccc(N)cc1,-3.249255161800052,1.6339732712123571
Fc1ccc(F)cc1.CCOC(=O)c1ccc(N)cc1,-2.8442047109220416,1.4361330007330404
Fc1ccc(F)cc1.CCOC(=O)c1ccc(N)cc1,-3.2212537169023063,1.489582887683385
Fc1ccc(F)cc1.COc1cccc(N)c1,-3.644346264521496,1.124679188976257
Fc1ccc(F)cc1.COc1cccc(N)c1,-3.027702425475593,0.6174191703134128
Fc1ccc(F)cc1.COc1cccc(N)c1,-3.667309007193129,0.8467889360746634
Fc1ccc(F)cc1.Nc1ccccc1,-3.6182769341299448,1.1525945656482866
Fc1ccc(F)cc1.Nc1ccccc1,-2.6328867460767995,0.622920630048545
Fc1ccc(F)cc1.Nc1ccccc1,-3.345080492339138,0.9330530534287672
Fc1ccc(F)cc1.O=C(O)c1cccnc1,-2.101137854343392,2.742721407464307
Fc1ccc(F)cc1.O=C(O)c1cccnc1,-1.8719238500429125,2.57088400375157
Fc1ccc(F)cc1.O=C(O)c1cccnc1,-2.1152031573450443,2.7099448142940803
Fc1ccc(F)cc1.CCOc1ccc(C=CC(=O)O)cc1,-2.631572921997191,1.9882430528689
Fc1ccc(F)cc1.CCOc1ccc(C=CC(=O)O)cc1,-2.386331815134458,2.151622357619169
Fc1ccc(F)cc1.CCOc1ccc(C=CC(=O)O)cc1,-2.565943245436796,1.961676148652592
Fc1ccc(F)cc1.Fc1cccnc1,-2.553088531790077,2.491294508608359
Fc1ccc(F)cc1.Fc1cccnc1,-2.5025661091911706,2.513507784098073
