master_chemprop_input,EA vs SHE (eV) comp_x5,IP vs SHE (eV) comp_x5
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-3.4062103132528456,1.8080174283396104
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-3.092338967675282,1.39563420534247
Fc1ccc(F)cc1.Oc1cc(O)cc(O)c1,-3.399317082605835,1.6704459266410665
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.4726848365244187,2.635116064122538
Fc1ccc(F)cc1.N#Cc1ccc(F)cc1,-2.4675273642433773,2.596923908958592
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-3.459587851967248,1.454939623722008
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-2.6732405806982777,1.2268766678790868
Fc1ccc(F)cc1.Cc1cc(N)ccc1Cl,-3.1957897349722506,1.256459048370928
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.8421119355495503,2.0661257311503154
Fc1ccc(F)cc1.O=C(Cl)COc1ccccc1,-2.690015739644338,1.946926674254484
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.724311528069622,1.7575420599832048
Fc1ccc(F)cc1.COC(=O)c1cccc(N)n1,-2.673070995281624,1.635087725702039
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-1.8882044115837315,2.1800176834304903
Fc1ccc(F)cc1.c1ccc2ncncc2c1,-1.9652355565140924,2.295005599788334
Fc1ccc(F)cc1.O=Cc1ccccc1F,-2.040702698531945,2.567400322178543
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-3.157066146700916,2.404878217913705
Fc1ccc(F)cc1.Cc1ccc(Cl)cc1,-2.948019106327301,2.3987663035251563
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.4036409938465084,2.476099597094592
Fc1ccc(F)cc1.COC(=O)c1ccccn1,-2.3544943205104083,2.4756477874728664
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-2.8513031360059315,1.045819722559301
Fc1ccc(F)cc1.c1ccc(-n2c3ccccc3c3ccccc32)cc1,-3.061567709649672,1.180041121071916
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-1.9215556819304824,2.4268559961299254
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-1.4955148498721154,2.38912184800614
Fc1ccc(F)cc1.CCOC(=O)c1cnccn1,-1.942501933478252,2.445488673238856
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.8699410004084727,1.71511339925445
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.76391675331978,1.2072354108155263
Fc1ccc(F)cc1.Nc1ccc(C(F)(F)F)nc1,-2.8521603598229825,1.368573632692283
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-3.147905423549771,2.0065461143299586
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-2.7850615653292783,1.9516725214218156
Fc1ccc(F)cc1.CC(=O)Nc1ccccc1,-3.059225649176506,1.929009812843966
Fc1ccc(F)cc1.O=C(Nc1ccccc1)c1ccccc1,-2.952621557580806,1.9866743130570752
Fc1ccc(F)cc1.O=C(Nc1ccccc1)c1ccccc1,-2.864938587821734,1.8733754639711124
Fc1ccc(F)cc1.O=C(Nc1ccccc1)c1ccccc1,-2.9492777179602463,1.8813924012471188
Fc1ccc(F)cc1.c1ccc(-c2nc3ccccc3s2)cc1,-2.5803346830206464,1.5581249529714658
Fc1ccc(F)cc1.COc1ccccc1,-3.156966778245577,1.986973012671887
Fc1ccc(F)cc1.COc1ccccc1,-2.7789097785774133,1.8865921132367989
Fc1ccc(F)cc1.COc1ccccc1,-3.029148745515579,1.898109036323372
Fc1ccc(F)cc1.OCc1ccccn1,-2.909861481078414,2.310959740049153
Fc1ccc(F)cc1.OCc1ccccn1,-2.870680183523734,2.216215817125838
Fc1ccc(F)cc1.O=C(Cl)c1ccccc1,-2.0565037463013223,2.7041855524210545
Fc1ccc(F)cc1.O=C(Cl)c1ccccc1,-1.9625334399613088,2.61320975283594
Fc1ccc(F)cc1.Cc1cncs1,-2.5142673690585657,1.7452645669977267
Fc1ccc(F)cc1.Cc1cncs1,-2.2161361293029294,1.563679310424258
Fc1ccc(F)cc1.CC(C)(C)c1cc2ccc3cccc4ccc(c1)c2c34,-2.50188531257111,1.439155616250949
Fc1ccc(F)cc1.CC(C)(C)c1cc2ccc3cccc4ccc(c1)c2c34,-2.699860954503823,1.1747348229413896
Fc1ccc(F)cc1.c1ccc2[nH]ncc2c1,-2.929335182948961,1.797564241062486
Fc1ccc(F)cc1.c1ccc2[nH]ncc2c1,-2.931988872258044,1.628698430521338
Fc1ccc(F)cc1.O=C(c1ccccc1)c1ccccc1,-2.2548187588854507,2.3488443036724087
Fc1ccc(F)cc1.O=C(c1ccccc1)c1ccccc1,-2.2238920663332418,2.301950260355832
Fc1ccc(F)cc1.O=C(c1ccccc1)c1ccccc1,-2.173678349965565,2.29972778909924
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.7293771263297726,2.784075355692842
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.4286326154355415,2.624352972056817
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.561518113691727,2.6989041552410704
Fc1ccc(F)cc1.O=c1cc[nH]cc1,-2.6236909811896787,1.9423759534035585
Fc1ccc(F)cc1.O=c1cc[nH]cc1,-2.654291883266814,1.8286849625160968
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.875607096310281,2.7952727155944705
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.3838584901136854,2.683105238901222
Fc1ccc(F)cc1.O=[N+]([O-])c1ccccc1,-1.6407487339038298,2.707097815080274
Fc1ccc(F)cc1.c1ccncc1,-2.7959598454828924,2.229744691110826
Fc1ccc(F)cc1.c1ccncc1,-2.809478990120228,2.223913522439452
Fc1ccc(F)cc1.S=C=Nc1ccccc1,-2.733649846109256,2.07134289864956
Fc1ccc(F)cc1.S=C=Nc1ccccc1,-2.7081922026791645,2.024052850865267
Fc1ccc(F)cc1.S=C=Nc1ccccc1,-2.7568895206497395,2.026143145302713
Fc1ccc(F)cc1.c1cc2n[nH]cc2cn1,-2.329888843170504,1.3483844436032526
Fc1ccc(F)cc1.c1cc2n[nH]cc2cn1,-2.1697950295505715,1.5487096238667728
Fc1ccc(F)cc1.CC(C)(C)N=[N+]([O-])c1ccccc1[N+](=O)[O-],-1.5913037965038266,2.94198938889344
Fc1ccc(F)cc1.CC(C)(C)N=[N+]([O-])c1ccccc1[N+](=O)[O-],-1.2096164101637257,2.6494330818687755
Fc1ccc(F)cc1.CC(C)(C)N=[N+]([O-])c1ccccc1[N+](=O)[O-],-1.4255808304531616,2.8499125529372784
Fc1ccc(F)cc1.Nc1ccc2[nH]cnc2c1,-3.585409032380644,1.027278825872921
Fc1ccc(F)cc1.Nc1ccc2[nH]cnc2c1,-2.913992756755703,0.5539417622876289
Fc1ccc(F)cc1.Nc1ccc2[nH]cnc2c1,-3.433493688545971,0.7791687466004505
